"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40","Age41","Age42","Age43","Age44","Age45","Age46","Age47","Age48","Age49","Age50","Age51","Age52","Age53","Age54","Age55","Age56","Age57","Age58","Age59","Age60","Age61","Age62","Age63","Age64","Age65","Age66","Age67","Age68"
1983,0.964492,0.879654,0.754416,0.656555,0.607204,0.599244,0.612757,0.616346,0.5919,0.556737,0.535468,0.536745,0.552775,0.554329,0.508038,0.430835,0.361537,0.309527,0.270701,0.239732,0.213544,0.19079,0.171016,0.154038,0.139933,0.128706,0.120292,0.114405,0.110524,0.107792,0.10476,0.0995092,0.0908975,0.0801006,0.0694161,0.0605141,0.0522433,0.0479215,0.0439692,0.0403528,0.0370423,0.0340102,0.0312317,0.0286841,0.026347,0.0242021,0.0222327,0.0204242,0.018763,0.017237,0.0158353,0.0145475,0.0133645,0.0122777,0.0112793,0.0103621,0.00951941,0.0087453,0.00803414,0.0073808,0.0067806,0.00622921,0.00572265,0.00525729,0.00482977,0.00443701,0.0040762,0.00374472,0.0423048
1984,0.902589,0.88606,0.808121,0.693065,0.603134,0.55769,0.550098,0.561953,0.564431,0.541113,0.508097,0.487975,0.488611,0.502845,0.504043,0.461839,0.391606,0.328595,0.281314,0.246023,0.217876,0.194074,0.173394,0.155423,0.139993,0.127174,0.116971,0.109324,0.103974,0.100446,0.0979636,0.0952081,0.0904359,0.0826095,0.072797,0.0630867,0.0549964,0.0474797,0.043552,0.03996,0.0366734,0.0336647,0.0309091,0.0283839,0.0260687,0.0239447,0.0219953,0.0202056,0.0185619,0.0170522,0.0156654,0.0143914,0.0132211,0.0121459,0.0111582,0.0102508,0.00941723,0.00865143,0.0079479,0.00730158,0.00670782,0.00616234,0.00566122,0.00520086,0.00477793,0.00438939,0.00403244,0.00370453,0.0418507
1985,0.858928,0.829191,0.814006,0.742401,0.636653,0.553866,0.511706,0.503934,0.513582,0.514399,0.491769,0.460666,0.441642,0.441702,0.45425,0.455153,0.416955,0.353508,0.296611,0.253924,0.222066,0.196658,0.175174,0.156507,0.140286,0.126359,0.114788,0.105578,0.0986766,0.0938474,0.0906632,0.0884226,0.0859355,0.081628,0.0745638,0.065707,0.0569425,0.0496401,0.0428555,0.0393103,0.0360682,0.0331017,0.030386,0.0278988,0.0256195,0.0235297,0.0216126,0.0198531,0.0182377,0.0167541,0.0153914,0.0141397,0.0129898,0.0119334,0.010963,0.0100715,0.00925246,0.00850006,0.00780883,0.00717382,0.00659045,0.00605452,0.00556217,0.00510986,0.00469433,0.00431259,0.00396189,0.00363971,0.0411185
1986,0.885101,0.78908,0.761762,0.747808,0.681984,0.584692,0.508318,0.469019,0.461017,0.468777,0.468463,0.446993,0.418125,0.40048,0.400307,0.411548,0.412295,0.37766,0.320179,0.268639,0.229976,0.20112,0.178108,0.15865,0.141744,0.127053,0.11444,0.10396,0.0956195,0.0893687,0.084995,0.0821111,0.0800819,0.0778294,0.0739282,0.0675304,0.059509,0.0515712,0.0449577,0.038813,0.0356023,0.032666,0.0299793,0.0275198,0.0252671,0.0232029,0.0213102,0.019574,0.0179804,0.0165173,0.0151737,0.0139396,0.0128059,0.0117645,0.0108078,0.00992887,0.00912145,0.0083797,0.00769826,0.00707224,0.00649713,0.00596879,0.00548341,0.0050375,0.00462785,0.00425152,0.00390579,0.00358817,0.0405362
1987,0.955766,0.813125,0.724913,0.699813,0.686967,0.626392,0.536791,0.466275,0.429686,0.421721,0.42818,0.427349,0.407379,0.380832,0.364624,0.36439,0.37458,0.375238,0.343706,0.291387,0.24448,0.209293,0.183033,0.16209,0.144382,0.128996,0.115626,0.104147,0.0946102,0.0870197,0.081331,0.0773507,0.0747262,0.0728795,0.0708296,0.0672793,0.0614568,0.0541569,0.046933,0.0409143,0.0353222,0.0324003,0.029728,0.027283,0.0250447,0.0229947,0.0211161,0.0193936,0.0178135,0.0163633,0.0150318,0.013809,0.0126859,0.0116542,0.0107064,0.00983574,0.00903589,0.00830109,0.00762604,0.0070059,0.00643618,0.00591279,0.00543197,0.00499024,0.00458444,0.00421164,0.00386915,0.00355451,0.0401559
1988,1.01674,0.878043,0.747002,0.66596,0.642859,0.630885,0.574838,0.49193,0.426437,0.392019,0.383821,0.388897,0.387549,0.369066,0.344806,0.330019,0.329747,0.338936,0.339514,0.310976,0.263636,0.221195,0.189359,0.165599,0.146651,0.130629,0.116709,0.104613,0.0942271,0.0855985,0.0787309,0.0735841,0.0699829,0.0676085,0.0659376,0.0640829,0.0608708,0.055603,0.0489984,0.0424626,0.0370171,0.0319577,0.0293141,0.0268964,0.0246842,0.0226591,0.0208044,0.0191047,0.0175464,0.0161168,0.0148047,0.0136,0.0124937,0.0114775,0.0105441,0.0096866,0.00889887,0.0081752,0.0075104,0.00689965,0.00633857,0.00582312,0.00534959,0.00491456,0.00451491,0.00414776,0.00381047,0.0035006,0.039547
1989,1.03671,0.934057,0.806641,0.686252,0.61175,0.590323,0.578796,0.526454,0.449362,0.388338,0.3559,0.347549,0.351464,0.349799,0.33286,0.310845,0.297445,0.297164,0.305426,0.305938,0.280217,0.237558,0.199314,0.170626,0.149217,0.132143,0.117706,0.105164,0.0942637,0.0849054,0.0771304,0.0709423,0.0663046,0.0630597,0.0609201,0.0594145,0.0577433,0.054849,0.0501023,0.0441511,0.0382618,0.0333551,0.0287962,0.0264141,0.0242356,0.0222423,0.0204175,0.0187462,0.0172147,0.0158105,0.0145224,0.0133401,0.0122546,0.0112577,0.0103421,0.00950097,0.00872832,0.00801852,0.00736645,0.00676741,0.00621708,0.00571151,0.00524706,0.00482037,0.00442838,0.00406826,0.00373743,0.00343351,0.038789
1990,0.983376,0.952407,0.8581,0.741036,0.630328,0.561489,0.540788,0.528294,0.477938,0.405337,0.348057,0.317253,0.308561,0.311206,0.309234,0.293994,0.274418,0.262522,0.262239,0.269513,0.269955,0.247255,0.209612,0.175866,0.150553,0.131662,0.116596,0.103858,0.092791,0.0831735,0.0749162,0.0680559,0.0625958,0.0585038,0.0556406,0.0537528,0.0524243,0.0509498,0.0483959,0.0442077,0.0389566,0.0337603,0.0294308,0.0254083,0.0233065,0.0213842,0.0196254,0.0180154,0.0165407,0.0151894,0.0139504,0.0128138,0.0117706,0.0108128,0.00993322,0.00912531,0.00838317,0.00770142,0.00707513,0.00649978,0.00597121,0.00548564,0.00503955,0.00462973,0.00425324,0.00390737,0.00358963,0.00329772,0.0372549
1991,1.10109,0.903409,0.874958,0.788311,0.680664,0.578607,0.514553,0.494,0.480315,0.432093,0.364409,0.311424,0.28286,0.274469,0.276433,0.274464,0.260828,0.243406,0.232828,0.232564,0.239007,0.239395,0.219263,0.18588,0.155955,0.133507,0.116755,0.103395,0.0920994,0.0822852,0.0737566,0.0664342,0.0603506,0.0555087,0.05188,0.049341,0.0476669,0.0464888,0.0451812,0.0429165,0.0392025,0.0345459,0.0299379,0.0260987,0.0225316,0.0206677,0.0189631,0.0174034,0.0159757,0.014668,0.0134696,0.0123709,0.011363,0.0104379,0.00958858,0.00880857,0.00809214,0.00743402,0.00682946,0.00627408,0.00576387,0.00529515,0.00486455,0.00446897,0.00410555,0.00377169,0.00346498,0.00318321,0.0359613
1992,1.14974,1.01155,0.829944,0.803792,0.724006,0.624473,0.529351,0.468231,0.445982,0.429553,0.382812,0.320275,0.272088,0.246166,0.2383,0.239688,0.237812,0.225912,0.210782,0.201602,0.201364,0.206937,0.20727,0.189838,0.160935,0.135025,0.11559,0.101086,0.089519,0.079739,0.0712419,0.0638578,0.0575182,0.0522511,0.048059,0.0449173,0.042719,0.0412696,0.0402497,0.0391175,0.0371568,0.0339412,0.0299096,0.02592,0.022596,0.0195077,0.0178939,0.0164181,0.0150678,0.0138316,0.0126994,0.0116619,0.0107107,0.009838,0.00903707,0.00830171,0.00762639,0.0070061,0.00643632,0.00591289,0.00543205,0.00499031,0.0045845,0.00421169,0.00386919,0.00355455,0.0032655,0.00299995,0.033891
1993,0.938044,1.05624,0.929292,0.762438,0.738205,0.664152,0.571088,0.481261,0.422019,0.397833,0.379253,0.335037,0.27849,0.235578,0.212584,0.205493,0.206529,0.204829,0.194539,0.181491,0.173577,0.173367,0.178162,0.178447,0.163439,0.138554,0.116248,0.0995151,0.087028,0.0770699,0.0686499,0.0613344,0.0549773,0.0495193,0.0449846,0.0413755,0.0386707,0.0367782,0.0355303,0.0346522,0.0336775,0.0319895,0.0292211,0.0257501,0.0223154,0.0194536,0.0167948,0.0154054,0.0141349,0.0129723,0.0119081,0.0109333,0.0100401,0.00922114,0.00846985,0.0077803,0.00714721,0.0065658,0.00603178,0.00554123,0.0050906,0.00467662,0.00429632,0.00394694,0.00362598,0.00333111,0.00306023,0.00281137,0.0317606
1994,1.1163,0.861763,0.97035,0.853704,0.700216,0.677134,0.607254,0.518969,0.433401,0.375971,0.350636,0.331218,0.290626,0.240495,0.20289,0.18281,0.176568,0.177383,0.175885,0.167031,0.155818,0.149019,0.148836,0.152952,0.153196,0.140311,0.118948,0.0997973,0.0854326,0.0747125,0.0661636,0.0589351,0.0526549,0.0471973,0.0425117,0.0386188,0.0355204,0.0331983,0.0315736,0.0305023,0.0297485,0.0289117,0.0274626,0.0250859,0.0221062,0.0191575,0.0167007,0.0144181,0.0132254,0.0121346,0.0111366,0.0102229,0.00938613,0.00861931,0.00791624,0.00727126,0.0066793,0.00613579,0.00563666,0.00517821,0.00475708,0.00437022,0.00401482,0.00368834,0.0033884,0.00311286,0.00285972,0.00262717,0.0296796
1995,1.38764,1.02553,0.791685,0.891427,0.784091,0.642513,0.619795,0.553208,0.469491,0.38883,0.334521,0.309786,0.291103,0.254546,0.210202,0.177126,0.159496,0.154,0.154684,0.153365,0.145638,0.135858,0.129929,0.129768,0.133356,0.133569,0.122334,0.103708,0.087011,0.0744868,0.0651402,0.0576865,0.0513842,0.0459086,0.0411503,0.037065,0.0336708,0.0309694,0.0289449,0.0275283,0.0265943,0.025937,0.0252075,0.023944,0.0218718,0.0192739,0.0167029,0.0145609,0.0125708,0.0115309,0.0105799,0.00970972,0.00891314,0.00818355,0.00751498,0.00690199,0.00633964,0.00582352,0.00534966,0.00491448,0.00451476,0.00414759,0.00381029,0.00350043,0.00321577,0.00295427,0.00271403,0.00249332,0.0281675
1996,1.5167,1.2748,0.942131,0.727295,0.818765,0.719595,0.588408,0.565297,0.501545,0.42261,0.347517,0.29717,0.273961,0.256676,0.224041,0.184825,0.155659,0.140126,0.135278,0.135869,0.134705,0.127915,0.119324,0.114116,0.113974,0.117125,0.117312,0.107445,0.0910855,0.0764208,0.0654209,0.0572119,0.0506654,0.0451302,0.040321,0.0361418,0.0325537,0.0295727,0.0272001,0.0254219,0.0241778,0.0233575,0.0227802,0.0221395,0.0210297,0.0192098,0.016928,0.01467,0.0127887,0.0110408,0.0101275,0.0092922,0.00852794,0.00782831,0.00718752,0.00660032,0.00606194,0.00556804,0.00511474,0.00469854,0.00431633,0.00396526,0.00364278,0.00334654,0.00307439,0.00282438,0.0025947,0.0023837,0.0269291
1997,0.951726,1.39336,1.17113,0.865505,0.668012,0.751416,0.658994,0.53666,0.512487,0.451438,0.37768,0.308687,0.262778,0.241535,0.22589,0.196971,0.162405,0.136738,0.123075,0.118809,0.119323,0.118298,0.112335,0.10479,0.100215,0.100091,0.102858,0.103022,0.0943562,0.0799899,0.0671115,0.0574516,0.0502426,0.0444936,0.0396326,0.0354092,0.0317392,0.0285882,0.0259703,0.0238867,0.0223251,0.0212325,0.0205121,0.0200052,0.0194425,0.018468,0.0168697,0.0148659,0.012883,0.0112308,0.00969585,0.00889378,0.00816026,0.0074891,0.00687469,0.00631196,0.00579629,0.00532349,0.00488976,0.00449168,0.00412618,0.00379053,0.00348223,0.00319903,0.00293887,0.00269988,0.00248032,0.00227862,0.025742
1998,1.0385,0.874332,1.28005,1.07589,0.794978,0.613146,0.688421,0.601613,0.487378,0.462535,0.404917,0.336975,0.274342,0.232938,0.213774,0.199753,0.174098,0.143511,0.120815,0.108736,0.104963,0.105416,0.10451,0.0992404,0.0925747,0.0885333,0.0884233,0.0908677,0.0910124,0.0833572,0.0706655,0.0592884,0.0507545,0.0443858,0.039307,0.0350126,0.0312816,0.0280393,0.0252556,0.0229429,0.0211022,0.0197227,0.0187575,0.018121,0.0176732,0.0171761,0.0163151,0.0149032,0.013133,0.0113812,0.00992166,0.0085656,0.00785703,0.00720902,0.00661609,0.00607331,0.00557618,0.00512062,0.00470293,0.00431976,0.00396808,0.00364519,0.00334867,0.00307631,0.00282612,0.00259629,0.00238515,0.00219119,0.0247543
1999,1.82738,0.954052,0.803232,1.17595,0.988269,0.729879,0.562207,0.62967,0.548265,0.442231,0.417874,0.364473,0.302489,0.245822,0.208495,0.191226,0.178625,0.155657,0.128298,0.108003,0.0972032,0.093829,0.0942331,0.0934226,0.0887123,0.0827536,0.0791409,0.0790426,0.0812276,0.081357,0.0745139,0.0631686,0.0529985,0.0453699,0.0396769,0.0351369,0.0312981,0.0279629,0.0250646,0.0225763,0.0205089,0.0188635,0.0176303,0.0167675,0.0161986,0.0157983,0.0153539,0.0145843,0.0133221,0.0117397,0.0101738,0.00886908,0.00765688,0.00702348,0.00644421,0.00591419,0.00542899,0.0049846,0.00457738,0.004204,0.00386148,0.00354711,0.00325848,0.00299341,0.00274994,0.0025263,0.00232085,0.00213211,0.0240868
2000,4.2472,1.67878,0.876469,0.737903,1.0801,0.906981,0.668421,0.512781,0.570881,0.493538,0.395266,0.371241,0.322349,0.266737,0.216381,0.183341,0.168064,0.156945,0.136745,0.112703,0.094871,0.0853823,0.0824176,0.0827721,0.0820599,0.0779223,0.0726883,0.0695149,0.0694285,0.0713478,0.0714614,0.0654506,0.0554853,0.0465522,0.0398515,0.0348509,0.0308631,0.0274913,0.0245617,0.022016,0.0198303,0.0180144,0.0165691,0.0154859,0.014728,0.0142283,0.0138767,0.0134864,0.0128104,0.0117017,0.0103118,0.00893631,0.00779031,0.00672556,0.0061692,0.00566039,0.00519484,0.00476865,0.00437832,0.00402062,0.00369266,0.0033918,0.00311567,0.00286214,0.00262931,0.00241546,0.00221902,0.00203856,0.0230299
2001,1.09372,3.90182,1.54226,0.805186,0.677781,0.991436,0.831079,0.610445,0.466008,0.515775,0.443302,0.353273,0.330581,0.286346,0.236599,0.191774,0.16242,0.148852,0.138988,0.121092,0.0997981,0.0840068,0.0756041,0.0729785,0.0732922,0.0726615,0.0689977,0.0643632,0.0615532,0.0614767,0.0631761,0.0632767,0.0579544,0.0491304,0.0412204,0.0352872,0.0308594,0.0273283,0.0243426,0.0217486,0.0194944,0.0175591,0.0159511,0.0146714,0.0137123,0.0130412,0.0125987,0.0122873,0.0119417,0.0113432,0.0103615,0.00913075,0.00791281,0.00689807,0.00595526,0.00546262,0.00501209,0.00459986,0.00422249,0.00387685,0.00356013,0.00326973,0.00300333,0.00275882,0.00253433,0.00232817,0.00213881,0.00196487,0.0221973
2002,0.653283,1.00478,3.58453,1.41683,0.739596,0.622206,0.90874,0.75952,0.555467,0.421848,0.464499,0.397483,0.315731,0.294816,0.255037,0.210576,0.170615,0.14447,0.132388,0.123608,0.107689,0.0887511,0.0747072,0.0672344,0.0648993,0.0651782,0.0646173,0.0613591,0.0572376,0.0547387,0.0546707,0.0561819,0.0562714,0.0515383,0.0436912,0.0366569,0.0313806,0.0274429,0.0243028,0.0216477,0.0193408,0.0173362,0.0156151,0.0141852,0.0130471,0.0121942,0.0115974,0.0112039,0.010927,0.0106197,0.0100874,0.00921439,0.00811989,0.00703679,0.00613438,0.00529596,0.00485786,0.0044572,0.00409061,0.00375502,0.00344765,0.00316599,0.00290774,0.00267083,0.00245339,0.00225376,0.00207042,0.00190202,0.0214871
2003,0.701585,0.600159,0.92307,3.29302,1.30151,0.679188,0.570921,0.832542,0.694239,0.506337,0.38349,0.421285,0.359885,0.285541,0.266444,0.230405,0.190199,0.154088,0.130468,0.119554,0.111624,0.0972475,0.0801453,0.0674631,0.0607148,0.0586061,0.0588579,0.0583514,0.0554091,0.0516873,0.0494307,0.0493693,0.050734,0.0508148,0.0465406,0.0394545,0.0331023,0.0283376,0.0247818,0.0219461,0.0195485,0.0174654,0.0156551,0.0141009,0.0128096,0.0117819,0.0110117,0.0104728,0.0101175,0.00986742,0.00958988,0.00910919,0.00832087,0.0073325,0.00635443,0.00553953,0.00478241,0.00438679,0.00402499,0.00369394,0.00339089,0.00311333,0.00285898,0.00262578,0.00241184,0.00221549,0.00203521,0.00186965,0.0211211
2004,1.02377,0.644533,0.551354,0.848004,3.02506,1.19534,0.623417,0.523454,0.762065,0.634221,0.461658,0.349069,0.382997,0.32691,0.259251,0.241845,0.209102,0.1726,0.139825,0.118389,0.108484,0.101288,0.0882425,0.0727238,0.0612159,0.0550925,0.0531791,0.0534075,0.0529479,0.0502781,0.0469009,0.0448533,0.0447975,0.0460359,0.0461092,0.0422308,0.0358009,0.030037,0.0257135,0.0224869,0.0199139,0.0177382,0.015848,0.0142054,0.0127951,0.0116234,0.0106909,0.009992,0.00950299,0.00918056,0.00895367,0.00870183,0.00826565,0.00755033,0.00665349,0.00576599,0.00502656,0.00433954,0.00398056,0.00365226,0.00335187,0.00307689,0.00282503,0.00259423,0.00238262,0.0021885,0.00201033,0.00184674,0.0208618
2005,1.24393,0.940519,0.59212,0.506517,0.779007,2.77841,1.09734,0.571769,0.479424,0.696815,0.578965,0.420848,0.317882,0.348541,0.297377,0.235775,0.219919,0.190132,0.156936,0.127134,0.107642,0.098636,0.0920925,0.0802315,0.0661216,0.0556584,0.0500909,0.0483512,0.0485589,0.048141,0.0457135,0.0426429,0.0407813,0.0407305,0.0418565,0.0419231,0.0383969,0.0325507,0.02731,0.023379,0.0204454,0.018106,0.0161279,0.0144092,0.0129158,0.0116335,0.0105682,0.00972031,0.00908487,0.00864026,0.0083471,0.00814081,0.00791182,0.00751525,0.00686487,0.00604945,0.00524252,0.00457022,0.00394558,0.00361918,0.00332069,0.00304757,0.00279755,0.00256856,0.00235871,0.00216631,0.00198981,0.00182782,0.0206469
2006,2.93704,1.14278,0.864036,0.543965,0.465284,0.715334,2.54889,1.00487,0.522191,0.43646,0.632359,0.523994,0.380128,0.286745,0.314151,0.267915,0.212366,0.198059,0.171222,0.141323,0.114483,0.0969308,0.0888201,0.0829276,0.0722469,0.0595412,0.0501192,0.0451058,0.0435392,0.0437263,0.0433499,0.0411641,0.0383991,0.0367226,0.036677,0.0376909,0.0377509,0.0345756,0.0293112,0.0245921,0.0210523,0.0184107,0.016304,0.0145228,0.0129752,0.0116304,0.0104757,0.00951643,0.00875293,0.00818073,0.00778036,0.00751638,0.00733062,0.00712443,0.00676732,0.00618167,0.0054474,0.00472078,0.00411538,0.00355291,0.003259,0.00299021,0.00274427,0.00251913,0.00231293,0.00212397,0.00195072,0.00179178,0.020238
2007,1.74227,2.6982,1.04985,0.793768,0.499678,0.427228,0.656122,2.33312,0.917028,0.474828,0.395451,0.571196,0.472241,0.342072,0.257806,0.282303,0.240689,0.190758,0.177893,0.153783,0.126927,0.10282,0.0870555,0.0797709,0.0744786,0.064886,0.0534748,0.0450128,0.0405102,0.0391032,0.0392712,0.0389332,0.03697,0.0344867,0.0329811,0.0329401,0.0338507,0.0339046,0.0310528,0.0263248,0.0220865,0.0189074,0.0165349,0.0146429,0.0130431,0.0116532,0.0104454,0.0094084,0.00854684,0.00786113,0.00734723,0.00698766,0.00675057,0.00658374,0.00639855,0.00607783,0.00555184,0.00489239,0.0042398,0.00369608,0.00319091,0.00292695,0.00268555,0.00246467,0.00226247,0.00207727,0.00190757,0.00175197,0.0197853
2008,0.809372,1.60059,2.47879,0.964461,0.729058,0.458551,0.391183,0.598189,2.11368,0.82452,0.423727,0.350639,0.50407,0.415439,0.30036,0.226129,0.247475,0.210933,0.167149,0.155864,0.134734,0.111202,0.0900811,0.0762691,0.0698868,0.0652502,0.0568461,0.0468488,0.0394353,0.0354905,0.0342579,0.0344051,0.0341089,0.0323891,0.0302135,0.0288944,0.0288585,0.0296562,0.0297035,0.027205,0.0230629,0.0193498,0.0165646,0.014486,0.0128285,0.0114269,0.0102093,0.0091511,0.0082426,0.0074878,0.00688705,0.00643683,0.00612181,0.0059141,0.00576794,0.0056057,0.00532472,0.00486391,0.00428617,0.00371444,0.0032381,0.00279553,0.00256427,0.00235278,0.00215927,0.00198213,0.00181988,0.0016712,0.0188685
2009,0.832774,0.743555,1.47043,2.27719,0.885919,0.669358,0.420458,0.357802,0.545156,1.91794,0.744939,0.381424,0.314774,0.451696,0.371871,0.268696,0.202225,0.221276,0.188586,0.149434,0.139342,0.12045,0.0994127,0.0805306,0.0681827,0.0624771,0.058332,0.0508189,0.0418816,0.0352541,0.0317276,0.0306257,0.0307572,0.0304925,0.028955,0.0270101,0.0258309,0.0257987,0.0265119,0.0265541,0.0243206,0.0206176,0.0172982,0.0148083,0.0129501,0.0114683,0.0102154,0.00912681,0.00818084,0.00736866,0.00669389,0.00615684,0.00575436,0.00547274,0.00528705,0.00515639,0.00501135,0.00476016,0.00434821,0.00383172,0.00332061,0.00289478,0.00249913,0.00229239,0.00210332,0.00193033,0.00177197,0.00162692,0.018362
2010,1.31284,0.765053,0.683089,1.35085,2.09185,0.813561,0.614188,0.385205,0.327053,0.496949,1.7436,0.675658,0.345358,0.284687,0.408245,0.33597,0.242706,0.182644,0.19984,0.170312,0.134952,0.125837,0.108776,0.089777,0.0727249,0.0615739,0.0564213,0.0526779,0.0458931,0.0378221,0.031837,0.0286523,0.0276571,0.027776,0.0275369,0.0261484,0.024392,0.0233271,0.0232981,0.0239421,0.0239802,0.0219632,0.0186191,0.0156215,0.0133729,0.0116949,0.0103567,0.00922522,0.00824216,0.00738788,0.00665443,0.00604506,0.00556006,0.00519659,0.00494227,0.00477458,0.00465658,0.0045256,0.00429876,0.00392674,0.00346032,0.00299875,0.00261419,0.00225689,0.00207019,0.00189945,0.00174323,0.00160021,0.0180514
2011,1.48749,1.20608,0.70284,0.627534,1.2408,1.92026,0.745622,0.561166,0.350355,0.295856,0.447124,1.56159,0.603073,0.307564,0.25319,0.3628,0.298449,0.215555,0.162194,0.177455,0.15123,0.11983,0.111736,0.0965858,0.0797159,0.0645747,0.0546733,0.0500981,0.0467743,0.0407499,0.0335833,0.028269,0.0254412,0.0245576,0.0246631,0.0244508,0.0232179,0.0216584,0.0207128,0.020687,0.0212589,0.0212927,0.0195018,0.0165325,0.0138708,0.0118742,0.0103842,0.00919602,0.00819134,0.00731845,0.00655991,0.00590866,0.00536759,0.00493694,0.0046142,0.00438838,0.00423949,0.00413472,0.00401841,0.00381699,0.00348667,0.00307251,0.00266268,0.00232121,0.00200396,0.00183818,0.00168658,0.00154786,0.0174492
2012,0.886005,1.36653,1.108,0.645676,0.576379,1.1387,1.75837,0.679899,0.508539,0.315158,0.264182,0.396762,1.37928,0.531033,0.270325,0.222303,0.318364,0.261819,0.18907,0.142255,0.155634,0.132631,0.105091,0.097992,0.0847054,0.0699104,0.0566316,0.0479481,0.0439357,0.0410207,0.0357373,0.0294523,0.0247917,0.0223117,0.0215368,0.0216293,0.0214431,0.0203619,0.0189942,0.0181649,0.0181424,0.0186439,0.0186736,0.0171029,0.0144988,0.0121645,0.0104136,0.00910689,0.00806483,0.00718373,0.00641822,0.00575299,0.00518184,0.00470733,0.00432966,0.00404662,0.00384858,0.00371799,0.00362611,0.00352411,0.00334747,0.00305778,0.00269457,0.00233514,0.00203568,0.00175745,0.00161207,0.00147911,0.0166603
2013,0.813342,0.813956,1.2554,1.01789,0.593048,0.528978,1.04287,1.60396,0.616543,0.457917,0.281805,0.234819,0.351107,1.21701,0.467734,0.237867,0.195507,0.279913,0.230164,0.166199,0.125042,0.136799,0.116579,0.0923718,0.0861315,0.0744529,0.0614485,0.049777,0.0421445,0.0386177,0.0360556,0.0314117,0.0258874,0.0217909,0.0196111,0.01893,0.0190113,0.0188477,0.0178973,0.0166951,0.0159663,0.0159464,0.0163872,0.0164133,0.0150328,0.0127439,0.0106921,0.00915313,0.00800459,0.00708867,0.00631422,0.00564136,0.00505665,0.00455463,0.00413755,0.0038056,0.00355682,0.00338274,0.00326797,0.00318721,0.00309756,0.00294229,0.00268766,0.00236842,0.0020525,0.00178928,0.00154473,0.00141695,0.0159438
2014,0.9038,0.747201,0.747765,1.15329,0.934899,0.544219,0.484302,0.950579,1.45251,0.554001,0.408292,0.249614,0.206981,0.308487,1.0672,0.409712,0.208237,0.171102,0.244933,0.201385,0.145412,0.1094,0.119685,0.101994,0.0808149,0.0753552,0.0651377,0.0537603,0.0435491,0.0368715,0.033786,0.0315444,0.0274815,0.0226484,0.0190645,0.0171574,0.0165615,0.0166327,0.0164895,0.0156581,0.0146063,0.0139686,0.0139512,0.0143369,0.0143597,0.0131519,0.0111494,0.00935437,0.00800791,0.00700308,0.00620175,0.0055242,0.00493553,0.00442397,0.00398477,0.00361987,0.00332945,0.0031118,0.00295951,0.00285909,0.00278843,0.00271,0.00257416,0.00235139,0.00207209,0.0017957,0.00156541,0.00135146,0.0151886
2015,0.970843,0.830303,0.686439,0.686947,1.05927,0.857926,0.49826,0.441452,0.860857,1.30525,0.494004,0.361689,0.220048,0.181879,0.270549,0.934939,0.358725,0.182267,0.14974,0.214336,0.17622,0.127239,0.0957267,0.104725,0.0892451,0.0707133,0.065936,0.0569956,0.0470404,0.0381055,0.0322626,0.0295628,0.0276014,0.0240464,0.0198174,0.0166814,0.0150128,0.0144913,0.0145536,0.0144283,0.0137008,0.0127805,0.0122225,0.0122073,0.0125448,0.0125648,0.0115079,0.00975575,0.00818508,0.00700693,0.0061277,0.00542654,0.00483368,0.00431859,0.00387098,0.00348668,0.00316739,0.00291327,0.00272282,0.00258957,0.00250171,0.00243988,0.00237125,0.00225239,0.00205747,0.00181308,0.00157124,0.00136974,0.0144726
2016,1.12059,0.891894,0.762784,0.630606,0.630902,0.97176,0.784733,0.453193,0.398202,0.768865,1.15433,0.433233,0.315228,0.190995,0.157475,0.233923,0.807767,0.30981,0.157382,0.129283,0.185044,0.152133,0.109845,0.0826401,0.0904082,0.077044,0.0610457,0.0569215,0.0492033,0.0406092,0.0328958,0.0278518,0.025521,0.0238278,0.0207588,0.017108,0.0144008,0.0129603,0.0125101,0.0125639,0.0124557,0.0118277,0.0110332,0.0105515,0.0105384,0.0108297,0.0108469,0.00993458,0.00842197,0.00706604,0.00604896,0.00528993,0.00468463,0.00417283,0.00372816,0.00334175,0.00300999,0.00273435,0.00251497,0.00235057,0.00223553,0.00215968,0.0021063,0.00204706,0.00194445,0.00177618,0.0015652,0.00135642,0.0136764
2017,1.17659,1.02947,0.819366,0.700746,0.57922,0.579086,0.890302,0.71642,0.411593,0.359411,0.68969,1.03002,0.385076,0.279467,0.169066,0.139273,0.206787,0.713891,0.27377,0.139066,0.114232,0.163499,0.134419,0.0970544,0.0730171,0.0798806,0.0680725,0.0539371,0.0502931,0.0434737,0.0358803,0.0290651,0.0246085,0.0225492,0.0210531,0.0183415,0.0151158,0.0127238,0.0114511,0.0110533,0.0111008,0.0110053,0.0104504,0.0097484,0.0093228,0.00931121,0.0095686,0.00958383,0.00877772,0.00744125,0.00624321,0.00534457,0.00467393,0.00413911,0.00368691,0.00329402,0.00295261,0.00265948,0.00241594,0.00222211,0.00207685,0.00197521,0.00190819,0.00186103,0.00180868,0.00171802,0.00156934,0.00138293,0.0132823
